fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,quality
7.1,0.17,0.43,1.3,0.023,33.0,6
7.5,0.33,0.38,8.7,0.126,49.0,5
6.2,0.255,0.24,1.7,0.039,81.0,4
7.5,0.33,0.38,8.7,0.126,49.0,5
5.6,0.2,0.66,10.2,0.043,78.0,7
7.6,0.17,0.36,4.5,0.042,26.0,5
5.8,0.15,0.31,5.9,0.036000000000000004,7.0,6
6.3,0.25,0.44,1.7,0.024,36.0,6
6.9,0.28,0.41,1.4,0.023,7.0,5
7.2,0.27,0.37,5.4,0.026000000000000002,27.0,5
6.2,0.25,0.38,7.9,0.045,54.0,5
8.5,0.19,0.48,1.1,0.026000000000000002,23.0,6
6.2,0.25,0.54,7.0,0.046,58.0,5
6.2,0.25,0.54,7.0,0.046,58.0,5
6.8,0.28,0.43,7.6,0.03,30.0,8
6.2,0.25,0.54,7.0,0.046,58.0,5
7.4,0.21,0.74,12.3,0.038,77.0,5
7.0,0.15,0.38,15.3,0.045,54.0,6
7.4,0.21,0.74,12.3,0.038,77.0,5
7.3,0.28,0.42,1.2,0.033,29.0,4
6.1,0.18,0.38,2.3,0.033,28.0,6
7.0,0.53,0.43,6.1,0.028999999999999998,7.0,8
6.8,0.28,0.43,7.6,0.03,30.0,8
6.5,0.36,0.38,10.2,0.027999999999999997,20.0,7
7.5,0.25,0.47,4.1,0.040999999999999995,81.0,6
6.7,0.24,0.41,2.9,0.039,48.0,5
6.6,0.25,0.33,8.5,0.042,29.0,5
6.4,0.15,0.4,1.5,0.042,23.0,7
6.3,0.28,0.3,3.1,0.039,24.0,5
6.2,0.25,0.38,7.9,0.045,54.0,5
7.1,0.28,0.35,3.5,0.027999999999999997,35.0,5
6.6,0.35,0.34,4.9,0.032,9.0,5
8.5,0.19,0.48,1.1,0.026000000000000002,23.0,6
6.2,0.25,0.54,7.0,0.046,58.0,5
6.0,0.35,0.51,1.2,0.028999999999999998,10.0,6
5.8,0.31,0.32,4.5,0.024,28.0,7
6.6,0.17,0.35,2.6,0.03,33.0,6
8.5,0.23,0.4,9.9,0.036000000000000004,24.0,6
5.8,0.31,0.32,4.5,0.024,28.0,7
6.1,0.2,0.34,9.5,0.040999999999999995,38.0,4
6.3,0.37,0.37,1.5,0.024,12.0,6
6.2,0.36,0.38,3.2,0.031,20.0,7
6.6,0.17,0.35,2.6,0.03,33.0,6
6.3,0.28,0.47,11.2,0.04,61.0,6
7.6,0.27,0.52,3.2,0.043,28.0,6
7.0,0.25,0.45,2.3,0.045,40.0,7
9.2,0.24,0.49,4.9,0.032,7.0,6
9.2,0.24,0.49,4.9,0.032,7.0,6
6.8,0.13,0.39,1.4,0.034,19.0,7
6.6,0.63,0.5,1.5,0.045,30.0,5
5.2,0.33,0.27,6.7,0.023,44.0,7
6.7,0.34,0.4,2.1,0.033,34.0,7
6.7,0.14,0.51,4.3,0.027999999999999997,57.0,7
7.0,0.26,0.34,10.9,0.038,25.0,6
6.5,0.29,0.26,7.0,0.04,18.0,6
7.0,0.25,0.45,2.3,0.045,40.0,7
7.6,0.21,0.49,2.5,0.047,20.0,5
7.7,0.26,0.51,2.6,0.045,26.0,6
7.6,0.27,0.52,3.2,0.043,28.0,6
7.7,0.25,0.49,2.5,0.047,31.0,6
7.6,0.35,0.46,14.7,0.047,33.0,5
6.9,0.3,0.36,4.5,0.054000000000000006,31.0,4
6.7,0.24,0.46,2.2,0.033,19.0,6
6.5,0.23,0.39,1.9,0.036000000000000004,41.0,7
7.6,0.23,0.34,1.6,0.043,24.0,5
6.5,0.24,0.39,17.3,0.052000000000000005,22.0,6
6.3,0.17,0.32,4.2,0.04,37.0,6
6.3,0.17,0.32,4.2,0.04,37.0,6
6.7,0.21,0.37,2.5,0.034,35.0,7
6.5,0.23,0.39,1.9,0.036000000000000004,41.0,7
5.9,0.28,0.39,1.4,0.031,47.0,7
5.9,0.19,0.37,1.0,0.027000000000000003,7.0,5
6.2,0.25,0.42,8.0,0.049,53.0,6
7.6,0.23,0.34,1.6,0.043,24.0,5
5.6,0.18,0.27,1.7,0.03,31.0,6
5.5,0.18,0.22,5.5,0.037000000000000005,10.0,5
6.5,0.24,0.39,17.3,0.052000000000000005,22.0,6
7.4,0.23,0.38,8.6,0.052000000000000005,41.0,5
7.2,0.17,0.37,6.9,0.059000000000000004,47.0,7
7.6,0.3,0.38,2.1,0.043,10.0,5
5.2,0.24,0.21,2.2,0.039,31.0,6
6.1,0.21,0.38,1.5,0.039,37.0,6
6.5,0.33,0.38,2.5,0.047,30.0,6
6.3,0.35,0.26,17.6,0.061,59.0,5
6.3,0.17,0.32,4.2,0.04,37.0,6
6.6,0.25,0.35,2.9,0.034,38.0,6
6.5,0.16,0.33,4.8,0.043,45.0,6
6.6,0.39,0.39,11.9,0.057,51.0,6
5.6,0.19,0.27,1.0,0.04,52.0,5
6.2,0.25,0.39,1.3,0.051,42.0,6
6.9,0.22,0.43,6.4,0.042,34.0,6
6.2,0.19,0.29,4.3,0.045,33.0,6
6.6,0.39,0.39,11.9,0.057,51.0,6
5.9,0.33,0.32,8.1,0.038,9.0,7
7.8,0.17,0.5,1.3,0.045,35.0,6
5.5,0.19,0.27,1.0,0.04,52.0,5
6.2,0.23,0.36,17.2,0.039,37.0,6
6.2,0.23,0.36,17.2,0.039,37.0,6
6.2,0.23,0.36,17.2,0.039,37.0,6
7.2,0.32,0.4,8.7,0.038,45.0,6
6.2,0.23,0.36,17.2,0.039,37.0,6
7.2,0.32,0.4,8.7,0.038,45.0,6
5.8,0.39,0.47,7.5,0.027000000000000003,12.0,6
6.2,0.23,0.36,17.2,0.039,37.0,6
7.6,0.25,0.74,4.6,0.035,51.0,6
5.8,0.29,0.33,3.7,0.028999999999999998,30.0,6
7.2,0.4,0.38,2.2,0.03,40.0,6
6.8,0.39,0.34,7.4,0.023,38.0,7
6.1,0.17,0.42,15.1,0.033,28.0,5
6.8,0.39,0.34,7.4,0.023,38.0,7
7.1,0.36,0.37,4.8,0.023,39.0,7
6.9,0.19,0.32,7.9,0.042,30.0,6
6.5,0.34,0.46,1.0,0.023,7.0,6
6.1,0.17,0.42,15.1,0.033,28.0,5
6.8,0.39,0.34,7.4,0.023,38.0,7
7.1,0.36,0.37,4.8,0.023,39.0,7
7.8,0.3,0.36,4.6,0.024,20.0,6
6.1,0.63,0.52,1.4,0.037000000000000005,32.0,6
5.2,0.34,0.37,6.2,0.031,42.0,6
5.6,0.28,0.4,6.1,0.034,36.0,7
6.2,0.19,0.38,5.1,0.023,22.0,6
5.7,0.16,0.26,6.3,0.043,28.0,6
7.6,0.17,0.46,1.0,0.036000000000000004,63.0,6
7.3,0.2,0.39,2.3,0.048,24.0,6
6.7,0.33,0.36,6.6,0.042,34.0,8
6.7,0.33,0.34,7.5,0.036000000000000004,39.0,8
6.9,0.36,0.35,8.6,0.038,37.0,8
7.8,0.21,0.34,11.9,0.039,55.0,6
7.3,0.2,0.39,2.3,0.048,24.0,6
5.6,0.41,0.22,7.1,0.05,44.0,5
7.6,0.15,0.35,4.3,0.051,23.0,6
8.5,0.2,0.4,1.1,0.046,31.0,4
6.5,0.24,0.38,1.0,0.027000000000000003,31.0,6
8.3,0.16,0.37,7.9,0.025,38.0,6
5.5,0.13,0.33,1.0,0.038,23.0,5
6.5,0.24,0.38,1.0,0.027000000000000003,31.0,6
6.2,0.13,0.41,1.0,0.04,17.0,7
6.5,0.21,0.4,7.3,0.040999999999999995,49.0,6
8.7,0.3,0.59,1.7,0.046,10.0,4
6.7,0.18,0.37,1.3,0.027000000000000003,42.0,7
7.0,0.17,0.36,6.4,0.055,42.0,8
6.6,0.19,0.33,1.8,0.035,42.0,5
5.8,0.28,0.3,1.5,0.026000000000000002,31.0,7
7.6,0.24,0.44,3.8,0.037000000000000005,49.0,6
8.3,0.16,0.37,7.9,0.025,38.0,6
5.5,0.13,0.33,1.0,0.038,23.0,5
5.7,0.16,0.32,1.2,0.036000000000000004,7.0,5
7.0,0.21,0.42,5.3,0.037000000000000005,36.0,6
6.4,0.22,0.38,9.1,0.044000000000000004,35.0,7
7.9,0.34,0.44,6.5,0.027000000000000003,47.0,6
6.4,0.22,0.38,9.1,0.044000000000000004,35.0,7
6.8,0.21,0.4,6.3,0.032,40.0,7
5.2,0.31,0.36,5.1,0.031,46.0,7
7.9,0.34,0.44,6.5,0.027000000000000003,47.0,6
5.6,0.42,0.34,2.4,0.023,34.0,7
6.4,0.22,0.38,9.1,0.044000000000000004,35.0,7
6.8,0.28,0.34,7.5,0.035,34.0,5
6.8,0.45,0.36,5.0,0.033,28.0,7
6.6,0.29,0.39,6.75,0.031,22.0,7
6.8,0.21,0.42,1.2,0.045,24.0,6
6.8,0.25,0.24,1.6,0.045,39.0,5
6.4,0.21,0.34,16.05,0.04,56.0,5
5.8,0.33,0.23,5.0,0.053,29.0,5
8.2,0.3,0.44,12.4,0.043,52.0,6
6.4,0.24,0.32,1.0,0.040999999999999995,23.0,5
7.5,0.18,0.45,4.6,0.040999999999999995,67.0,6
5.2,0.335,0.2,1.7,0.033,17.0,6
7.1,0.14,0.33,1.0,0.10400000000000001,20.0,6
7.2,0.13,0.46,1.3,0.044000000000000004,48.0,5
5.8,0.33,0.23,5.0,0.053,29.0,5
6.5,0.29,0.25,2.5,0.142,8.0,4
6.2,0.35,0.31,2.6,0.036000000000000004,37.0,7
9.0,0.38,0.53,2.1,0.102,19.0,5
6.6,0.24,0.38,12.75,0.034,8.0,6
6.6,0.16,0.34,1.1,0.037000000000000005,41.0,6
8.2,0.3,0.44,12.4,0.043,52.0,6
5.7,0.15,0.28,3.7,0.045,57.0,6
6.6,0.33,0.4,2.65,0.040999999999999995,35.0,7
5.7,0.2,0.3,2.5,0.046,38.0,6
6.8,0.27,0.37,8.2,0.055,52.0,6
6.8,0.27,0.42,7.3,0.054000000000000006,58.0,6
6.2,0.2,0.26,1.1,0.047,42.0,7
6.7,0.13,0.57,6.6,0.055999999999999994,60.0,6
6.8,0.21,0.37,7.0,0.038,27.0,6
6.7,0.31,0.32,14.5,0.038,7.0,5
6.2,0.2,0.29,11.8,0.035,21.0,6
6.6,0.25,0.34,3.0,0.054000000000000006,22.0,6
5.7,0.15,0.28,3.7,0.045,57.0,6
6.9,0.22,0.39,6.0,0.035,44.0,6
6.4,0.23,0.35,4.6,0.039,43.0,7
7.6,0.27,0.29,2.5,0.059000000000000004,37.0,5
6.6,0.34,0.24,3.3,0.034,29.0,7
6.4,0.16,0.42,1.0,0.036000000000000004,29.0,6
5.8,0.3,0.42,1.1,0.036000000000000004,19.0,7
7.0,0.29,0.35,1.4,0.036000000000000004,42.0,6
6.6,0.34,0.24,3.3,0.034,29.0,7
6.7,0.21,0.36,8.55,0.023,20.0,7
7.6,0.27,0.29,2.5,0.059000000000000004,37.0,5
6.8,0.22,0.41,6.7,0.034,39.0,6
7.7,0.27,0.49,3.8,0.037000000000000005,46.0,6
6.4,0.25,0.37,4.5,0.039,41.0,7
6.4,0.23,0.35,4.6,0.039,43.0,7
6.7,0.13,0.45,4.2,0.043,52.0,6
6.7,0.24,0.37,11.3,0.043,64.0,6
7.1,0.26,0.37,5.5,0.025,31.0,8
5.3,0.3,0.16,4.2,0.028999999999999998,37.0,8
7.1,0.38,0.4,2.2,0.042,54.0,5
7.4,0.19,0.31,14.5,0.045,39.0,6
7.4,0.19,0.31,14.5,0.045,39.0,6
7.4,0.19,0.31,14.5,0.045,39.0,6
7.4,0.19,0.31,14.5,0.045,39.0,6
7.4,0.19,0.31,14.5,0.045,39.0,6
7.4,0.19,0.31,14.5,0.045,39.0,6
6.3,0.32,0.32,1.5,0.03,24.0,5
7.6,0.19,0.32,18.75,0.047,32.0,7
6.5,0.26,0.31,3.6,0.03,36.0,8
5.9,0.24,0.12,1.4,0.035,60.0,6
5.2,0.215,0.23,5.1,0.040999999999999995,64.0,4
8.1,0.24,0.32,10.5,0.03,34.0,6
5.8,0.23,0.2,2.0,0.043,39.0,6
7.5,0.33,0.36,2.6,0.051,26.0,6
6.6,0.38,0.36,9.2,0.061,42.0,5
6.4,0.15,0.29,1.8,0.044000000000000004,21.0,5
6.5,0.32,0.34,5.7,0.044000000000000004,27.0,7
7.5,0.22,0.32,2.4,0.045,29.0,7
6.4,0.23,0.32,1.9,0.038,40.0,7
6.1,0.22,0.31,1.4,0.039,40.0,5
6.5,0.48,0.1,1.0,0.043,32.0,4
6.6,0.23,0.3,4.6,0.06,29.0,8
6.4,0.16,0.25,1.4,0.057,21.0,7
6.6,0.38,0.36,9.2,0.061,42.0,5
7.4,0.16,0.32,1.4,0.065,23.0,6
6.4,0.15,0.29,1.8,0.044000000000000004,21.0,5
6.5,0.32,0.3,2.3,0.051,20.0,6
6.7,0.13,0.36,2.3,0.039,43.0,7
6.6,0.2,0.14,4.4,0.16,35.0,6
8.0,0.34,0.25,6.4,0.035,38.0,6
6.8,0.21,0.31,2.9,0.046,40.0,7
6.8,0.23,0.31,2.8,0.047,40.0,7
6.8,0.21,0.31,2.9,0.046,40.0,7
6.6,0.2,0.14,4.4,0.16,35.0,6
6.6,0.28,0.42,8.2,0.044000000000000004,60.0,5
7.8,0.25,0.37,1.0,0.043,10.0,5
5.6,0.13,0.33,2.9,0.044000000000000004,21.0,8
6.6,0.28,0.41,7.0,0.046,59.0,5
6.8,0.17,0.35,1.8,0.04,29.0,7
7.3,0.25,0.28,1.5,0.043,19.0,6
6.6,0.28,0.41,7.0,0.046,59.0,5
6.6,0.28,0.42,8.2,0.044000000000000004,60.0,5
6.5,0.25,0.5,7.6,0.047,54.0,5
6.3,0.24,0.35,2.3,0.039,43.0,6
6.8,0.32,0.32,8.7,0.028999999999999998,31.0,7
7.8,0.25,0.37,1.0,0.043,10.0,5
5.6,0.13,0.33,2.9,0.044000000000000004,21.0,8
6.6,0.24,0.28,6.7,0.032,26.0,6
6.3,0.22,0.34,5.0,0.032,36.0,7
6.0,0.32,0.3,1.9,0.033,41.0,7
6.3,0.19,0.29,2.0,0.023,33.0,7
6.0,0.32,0.3,1.9,0.033,41.0,7
9.2,0.24,0.29,8.5,0.037000000000000005,81.0,4
6.4,0.35,0.28,12.6,0.039,19.0,6
6.7,0.46,0.27,5.2,0.039,35.0,7
6.3,0.3,0.29,2.1,0.048,33.0,7
6.0,0.19,0.29,1.1,0.047,67.0,7
5.9,0.24,0.28,1.3,0.032,36.0,7
7.3,0.145,0.33,1.1,0.042,14.0,7
6.6,0.435,0.38,9.2,0.057999999999999996,66.0,6
5.8,0.18,0.37,1.2,0.036000000000000004,19.0,7
5.8,0.18,0.37,1.1,0.036000000000000004,31.0,6
5.6,0.32,0.32,8.3,0.043,32.0,6
6.6,0.16,0.35,1.8,0.042,26.0,7
5.2,0.21,0.28,1.4,0.047,48.0,5
7.5,0.29,0.36,15.7,0.05,29.0,5
6.0,0.26,0.33,4.35,0.04,15.0,6
5.7,0.26,0.3,1.8,0.039,30.0,7
7.1,0.17,0.31,1.6,0.037000000000000005,15.0,6
6.9,0.17,0.3,2.0,0.047,13.0,6
6.8,0.25,0.28,5.0,0.035,42.0,7
6.6,0.17,0.28,1.8,0.042,62.0,5
5.8,0.17,0.36,1.3,0.036000000000000004,11.0,7
6.4,0.24,0.29,1.0,0.038,18.0,5
6.7,0.21,0.34,1.4,0.049,36.0,6
6.7,0.23,0.33,8.1,0.048,45.0,6
6.8,0.23,0.32,8.6,0.046,47.0,6
6.5,0.22,0.28,3.7,0.059000000000000004,29.0,7
5.2,0.165,0.22,5.7,0.047,42.0,6
6.6,0.425,0.25,2.35,0.034,23.0,6
6.9,0.38,0.29,13.65,0.048,52.0,6
6.9,0.38,0.29,13.65,0.048,52.0,6
6.9,0.38,0.29,13.65,0.048,52.0,6
7.2,0.27,0.28,15.2,0.046,7.0,6
7.6,0.17,0.27,4.6,0.05,23.0,6
6.2,0.3,0.31,1.2,0.048,19.0,6
7.6,0.17,0.27,4.6,0.05,23.0,6
6.5,0.26,0.32,6.65,0.059000000000000004,34.0,5
6.9,0.36,0.28,13.55,0.048,51.0,7
6.9,0.38,0.29,13.65,0.048,52.0,6
6.8,0.18,0.24,9.8,0.057999999999999996,64.0,6
6.7,0.18,0.24,10.3,0.057,64.0,6
6.6,0.16,0.21,6.7,0.055,43.0,6
7.2,0.27,0.28,15.2,0.046,7.0,6
6.4,0.17,0.27,9.9,0.047,26.0,6
7.2,0.22,0.28,7.2,0.06,41.0,6
6.0,0.22,0.28,1.1,0.034,47.0,6
6.7,0.36,0.28,8.3,0.034,29.0,6
6.5,0.43,0.28,11.25,0.032,31.0,6
5.9,0.2,0.28,12.8,0.038,29.0,7
5.3,0.32,0.23,9.65,0.026000000000000002,26.0,6
6.8,0.2,0.28,12.6,0.048,54.0,6
6.0,0.22,0.33,12.2,0.033,25.0,7
6.7,0.36,0.28,8.3,0.034,29.0,6
6.5,0.43,0.28,11.25,0.032,31.0,6
7.1,0.18,0.49,1.3,0.033,12.0,7
6.4,0.17,0.27,9.9,0.047,26.0,6
7.2,0.22,0.28,7.2,0.06,41.0,6
6.0,0.22,0.28,1.1,0.034,47.0,6
6.0,0.2,0.26,1.1,0.033,38.0,6
7.6,0.2,0.26,4.8,0.033,26.0,7
6.2,0.3,0.21,1.1,0.032,31.0,6
6.0,0.29,0.25,1.4,0.033,30.0,6
6.6,0.18,0.28,1.7,0.040999999999999995,53.0,6
7.0,0.22,0.28,10.6,0.039,32.0,7
6.0,0.29,0.25,1.4,0.033,30.0,6
6.2,0.3,0.21,1.1,0.032,31.0,6
5.6,0.15,0.26,5.55,0.051,51.0,6
6.9,0.28,0.24,2.1,0.034,49.0,7
5.9,0.19,0.21,1.7,0.045,57.0,5
7.8,0.22,0.26,9.0,0.047,38.0,6
6.6,0.18,0.28,1.7,0.040999999999999995,53.0,6
7.0,0.4,0.25,1.8,0.05,51.0,6
6.1,0.28,0.27,4.7,0.03,56.0,8
7.6,0.36,0.49,11.3,0.046,81.0,5
6.5,0.28,0.34,3.6,0.04,29.0,7
6.9,0.19,0.35,6.9,0.045,51.0,7
6.5,0.28,0.34,3.6,0.04,29.0,7
6.4,0.22,0.32,4.9,0.046,50.0,6
6.8,0.23,0.3,6.95,0.044000000000000004,42.0,6
6.4,0.32,0.31,1.9,0.037000000000000005,34.0,6
6.1,0.28,0.27,4.7,0.03,56.0,8
7.6,0.36,0.49,11.3,0.046,81.0,5
8.8,0.39,0.35,1.8,0.096,22.0,6
6.6,0.24,0.3,11.3,0.026000000000000002,11.0,7
6.9,0.29,0.3,8.2,0.026000000000000002,35.0,6
6.9,0.28,0.3,8.3,0.026000000000000002,37.0,8
6.7,0.38,0.26,9.55,0.036000000000000004,35.0,6
8.0,0.28,0.3,8.4,0.03,35.0,6
6.5,0.25,0.45,7.8,0.048,52.0,5
6.6,0.26,0.46,7.8,0.047,48.0,5
7.4,0.29,0.28,10.2,0.032,43.0,6
6.3,0.19,0.29,5.5,0.042,44.0,6
6.1,0.33,0.32,7.8,0.052000000000000005,52.0,5
5.6,0.32,0.33,7.4,0.037000000000000005,25.0,6
7.7,0.46,0.18,3.3,0.054000000000000006,18.0,6
8.8,0.19,0.3,5.0,0.027999999999999997,34.0,5
7.7,0.46,0.18,3.3,0.054000000000000006,18.0,6
8.8,0.27,0.25,5.0,0.024,52.0,5
5.8,0.18,0.28,1.3,0.034,9.0,6
5.8,0.15,0.32,1.2,0.037000000000000005,14.0,6
5.6,0.32,0.33,7.4,0.037000000000000005,25.0,6
6.1,0.33,0.32,7.8,0.052000000000000005,52.0,5
7.1,0.32,0.3,9.9,0.040999999999999995,63.0,6
6.2,0.23,0.35,1.0,0.051,24.0,4
8.9,0.3,0.35,4.6,0.032,32.0,7
6.0,0.14,0.17,5.6,0.036000000000000004,37.0,6
6.8,0.24,0.29,9.5,0.042,56.0,6
6.7,0.21,0.48,14.8,0.05,31.0,6
8.9,0.3,0.35,4.6,0.032,32.0,7
6.1,0.3,0.3,2.1,0.031,50.0,7
7.2,0.37,0.4,11.6,0.032,34.0,6
6.7,0.63,0.3,1.2,0.03,18.0,4
7.2,0.37,0.4,11.6,0.032,34.0,6
6.1,0.3,0.3,2.1,0.031,50.0,7
7.6,0.28,0.49,18.8,0.06,30.0,5
6.3,0.29,0.28,4.7,0.059000000000000004,28.0,8
6.2,0.28,0.28,4.3,0.026000000000000002,22.0,8
7.1,0.18,0.39,14.5,0.051,48.0,5
6.4,0.32,0.27,4.9,0.034,18.0,6
7.1,0.17,0.4,14.55,0.047,47.0,6
7.1,0.17,0.4,14.55,0.047,47.0,6
5.8,0.24,0.26,10.05,0.039,63.0,6
6.4,0.32,0.27,4.9,0.034,18.0,6
7.1,0.18,0.39,14.5,0.051,48.0,5
7.1,0.17,0.4,14.55,0.047,47.0,6
7.1,0.18,0.39,15.25,0.047,45.0,6
7.8,0.29,0.29,3.15,0.044000000000000004,41.0,5
6.2,0.255,0.27,1.3,0.037000000000000005,30.0,7
8.2,0.34,0.29,5.2,0.076,19.0,6
6.5,0.24,0.28,1.1,0.034,26.0,6
6.9,0.24,0.23,7.1,0.040999999999999995,20.0,6
6.7,0.4,0.22,8.8,0.052000000000000005,24.0,5
6.7,0.3,0.44,18.5,0.057,65.0,5
6.7,0.4,0.22,8.8,0.052000000000000005,24.0,5
6.8,0.17,0.32,1.4,0.04,35.0,5
7.1,0.25,0.28,1.2,0.04,31.0,5
5.9,0.27,0.27,5.0,0.035,14.0,7
6.0,0.16,0.22,1.6,0.042,36.0,6
6.7,0.3,0.44,18.75,0.057,65.0,5
6.6,0.15,0.32,6.0,0.033,59.0,8
7.3,0.34,0.3,9.4,0.057,34.0,6
6.0,0.17,0.29,9.7,0.044000000000000004,33.0,6
6.7,0.47,0.29,4.75,0.034,29.0,7
6.6,0.15,0.32,6.0,0.033,59.0,8
6.6,0.21,0.29,5.35,0.028999999999999998,43.0,7
6.6,0.21,0.29,5.35,0.028999999999999998,43.0,7
8.0,0.24,0.48,6.8,0.047,13.0,5
5.6,0.34,0.3,6.9,0.038,23.0,6
5.8,0.54,0.1,1.4,0.033,40.0,5
7.3,0.23,0.24,1.0,0.031,29.0,6
6.0,0.39,0.13,1.2,0.042,60.0,5
6.1,0.13,0.31,1.3,0.037000000000000005,55.0,7
5.8,0.32,0.2,2.6,0.027000000000000003,17.0,7
7.6,0.22,0.28,12.0,0.055999999999999994,68.0,6
6.8,0.19,0.4,9.85,0.055,41.0,6
6.7,0.24,0.3,3.85,0.042,81.0,8
6.8,0.17,0.34,2.0,0.04,38.0,6
6.2,0.3,0.31,1.6,0.035,40.0,7
6.9,0.29,0.41,7.8,0.046,52.0,5
6.8,0.19,0.34,1.9,0.04,41.0,6
6.8,0.17,0.34,2.0,0.04,38.0,6
6.6,0.24,0.27,10.3,0.047,54.0,5
6.6,0.16,0.36,1.1,0.031,27.0,8
7.6,0.22,0.28,12.0,0.055999999999999994,68.0,6
6.7,0.24,0.3,3.85,0.042,81.0,8
6.8,0.19,0.4,9.85,0.055,41.0,6
6.7,0.16,0.36,2.0,0.045,24.0,6
6.5,0.3,0.27,4.0,0.038,37.0,8
6.5,0.22,0.19,1.1,0.064,36.0,6
6.2,0.36,0.45,10.4,0.06,22.0,6
6.2,0.37,0.24,6.1,0.032,19.0,8
7.6,0.31,0.24,1.8,0.037000000000000005,39.0,7
6.2,0.36,0.45,10.4,0.06,22.0,6
5.9,0.32,0.28,4.7,0.039,34.0,7
6.5,0.3,0.27,4.0,0.038,37.0,8
5.8,0.22,0.3,1.1,0.047,36.0,5
5.4,0.45,0.27,6.4,0.033,20.0,8
6.1,0.36,0.26,8.15,0.035,14.0,7
6.2,0.37,0.24,6.1,0.032,19.0,8
7.5,0.21,0.32,4.8,0.055999999999999994,39.0,7
6.9,0.28,0.33,1.2,0.039,16.0,6
6.5,0.22,0.19,1.1,0.064,36.0,6
7.8,0.2,0.2,1.4,0.036000000000000004,25.0,6
6.7,0.28,0.31,7.4,0.040999999999999995,7.0,8
7.6,0.31,0.24,1.8,0.037000000000000005,39.0,7
8.0,0.2,0.44,1.0,0.057,24.0,6
6.0,0.28,0.27,15.5,0.036000000000000004,31.0,7
6.0,0.28,0.27,15.5,0.036000000000000004,31.0,7
6.7,0.24,0.36,8.4,0.042,42.0,6
6.3,0.22,0.28,2.4,0.042,38.0,7
6.0,0.24,0.28,3.95,0.038,61.0,7
7.7,0.43,0.74,18.8,0.032,42.0,6
6.4,0.3,0.36,2.0,0.052000000000000005,18.0,6
6.1,0.33,0.3,3.0,0.036000000000000004,30.0,7
6.0,0.28,0.27,15.5,0.036000000000000004,31.0,7
6.7,0.24,0.36,8.4,0.042,42.0,6
6.7,0.29,0.45,14.3,0.054000000000000006,30.0,5
6.9,0.33,0.31,4.2,0.04,21.0,7
6.5,0.16,0.34,1.4,0.028999999999999998,29.0,7
6.0,0.2,0.32,3.0,0.031,26.0,7
7.5,0.33,0.28,4.9,0.042,21.0,6
7.1,0.36,0.28,2.4,0.036000000000000004,35.0,7
6.7,0.29,0.45,14.3,0.054000000000000006,30.0,5
6.4,0.26,0.25,10.7,0.046,66.0,6
7.0,0.22,0.24,11.0,0.040999999999999995,75.0,6
6.5,0.19,0.28,1.4,0.046,22.0,7
6.3,0.21,0.31,1.2,0.043,30.0,6
7.9,0.35,0.28,12.9,0.032,13.0,6
7.7,0.38,0.23,10.8,0.03,28.0,6
6.8,0.19,0.33,1.3,0.031,22.0,7
7.2,0.33,0.34,2.0,0.044000000000000004,61.0,7
6.6,0.29,0.29,1.8,0.036000000000000004,38.0,7
7.5,0.2,0.41,1.2,0.05,26.0,5
6.9,0.33,0.62,7.5,0.038,46.0,7
6.0,0.23,0.15,9.7,0.048,81.0,5
5.9,0.23,0.24,3.8,0.038,61.0,7
6.6,0.32,0.41,7.2,0.048,55.0,5
6.0,0.23,0.15,9.7,0.048,81.0,5
5.3,0.36,0.27,6.3,0.027999999999999997,40.0,6
5.3,0.36,0.27,6.3,0.027999999999999997,40.0,6
8.9,0.27,0.28,1.0,0.024,29.0,6
7.6,0.23,0.29,8.6,0.053,65.0,6
6.9,0.63,0.13,6.3,0.036000000000000004,19.0,4
7.1,0.35,0.27,3.1,0.034,28.0,7
7.2,0.31,0.35,7.2,0.046,45.0,5
6.4,0.28,0.44,7.1,0.048,49.0,5
7.2,0.23,0.46,6.4,0.036000000000000004,17.0,6
6.6,0.22,0.3,14.7,0.045,50.0,6
7.2,0.31,0.35,7.2,0.046,45.0,5
6.4,0.28,0.44,7.1,0.048,49.0,5
7.2,0.24,0.28,1.9,0.032,30.0,6
6.2,0.27,0.47,1.2,0.146,28.0,5
6.5,0.28,0.25,4.8,0.028999999999999998,54.0,7
7.2,0.27,0.31,1.2,0.031,27.0,6
7.8,0.28,0.25,3.4,0.024,27.0,6
8.1,0.26,0.27,4.3,0.03,43.0,6
6.6,0.23,0.37,8.5,0.036000000000000004,46.0,6
6.0,0.33,0.2,1.8,0.031,49.0,6
6.0,0.33,0.2,1.8,0.031,49.0,6
7.3,0.2,0.29,18.8,0.039,69.0,6
6.6,0.23,0.37,8.5,0.036000000000000004,46.0,6
7.3,0.2,0.29,18.8,0.039,69.0,6
6.2,0.47,0.19,8.3,0.028999999999999998,24.0,6
6.0,0.33,0.2,1.8,0.031,49.0,6
7.2,0.14,0.32,1.1,0.023,48.0,6
5.7,0.22,0.22,16.65,0.044000000000000004,39.0,6
5.7,0.22,0.22,16.65,0.044000000000000004,39.0,6
5.7,0.22,0.22,16.65,0.044000000000000004,39.0,6
8.1,0.2,0.28,1.0,0.023,49.0,6
5.8,0.14,0.15,6.1,0.042,27.0,6
5.2,0.21,0.21,10.2,0.037000000000000005,17.0,7
8.1,0.2,0.28,1.0,0.023,49.0,6
